,target,text,text_fr
1047,ham,"Do 1 thing! Change that sentence into: ""Because i want 2 concentrate in my educational career im leaving here..""","Faites une chose! Changez cette phrase en: ""Parce que je veux 2 se concentrer dans ma carrière éducative im partir d'ici.."""
1048,spam,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!","1000's flirting MAINTENANT! Txt GIRL ou BLOKE & ur NOM & AGE, par exemple GIRL ZOE 18 à 8007 pour se joindre et discuter!"
1049,ham,I walked an hour 2 c u! doesnt that show I care y wont u believe im serious?,J'ai marché une heure 2 c u! ne montre pas que je m'en soucie vous croyez sérieux?
1050,spam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,18 jours avant le lancement de l'Euro2004! U sera tenu informé de toutes les dernières actualités et résultats quotidiens. Désabonnement envoyer GET EURO STOP à 83222.
1051,ham,Are you available for soiree on June 3rd?,Êtes-vous disponible pour la soirée le 3 juin?
1052,ham,Do u noe wat time e place dat sells 4d closes?,Est-ce que l'endroit dat vend des fermetures de 4d?
1053,ham,"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished","J'ai un autre travail! Celui de l'hôpital qui fait l'analyse de données ou quelque chose, commence le lundi! Je ne sais pas quand ma thèse sera terminée."
1054,ham,Jay's getting really impatient and belligerent,Jay devient très impatient et belligérant.
1055,ham,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.,HIYA COMIN 2 BRISTOL 1 ST WEEK IN AVRIL. LES GOT OFF + RUDI SUR NEW YRS EVE mais j'étais en train de s'arrêter.
1056,ham,I'm at work. Please call,Je suis au travail.
1057,ham,Then u drive lor.,"Ensuite, vous conduisez le lor."
1058,ham,Ard 515 like dat. Y?,Ard 515 comme Dat.
1059,ham,Tell me they're female :V how're you throwing in? We're deciding what all to get now,Dis-moi qu'ils sont féminins : V comment tu vas jeter dedans? On décide de ce qu'il faut faire maintenant.
1060,spam,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+,D= VIOLET E= TULIP F= LILY txt D E or F to 84025 MAINTENANT 4 chance 2 WIN £100 Cash WKENT/150P16+
1061,ham,I'm working technical support :)voice process.networking field.,Je travaille support technique :)voice process.networking field.
1062,ham,I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.,Je pourrais venir à kerala pendant 2 jours.pour que vous puissiez être prêt à prendre un congé une fois que je finalise.don planifier tout voyage pendant ma visite.besoin de terminer les travaux urgents.
1063,ham,Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.,Ok. Je ne sais pas à quelle heure je ne sais pas si je peux aller à la bibliothèque avant le cours. Je vais essayer. Je vous vois à un moment donné! Bonne veille.
1064,spam,We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150,Nous avons de nouvelles dates locales dans votre région - Beaucoup de nouvelles personnes inscrites dans votre zone. Date de réponse pour commencer maintenant! 18 seulement www.flirtparty.us REPLYS150
1065,ham,"That's fine, I'll bitch at you about it later then","C'est bon, je t'en parlerai plus tard."
1066,ham,No my mum went 2 dentist.,Ma mère n'est pas allée chez 2 dentistes.
1067,ham,Once free call me sir. I am waiting for you.,"Une fois libre, appelez-moi, je vous attends."
1068,ham,Meeting u is my work. . . Tel me when shall i do my work tomorrow,Me rencontrer est mon travail... Tel-moi quand je ferai mon travail demain
1069,spam,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,Quelqu'un U know a demandé à notre service de rencontres 2 vous contacter! Cant Devinez qui? APPELER 09058091854 MAINTENANT tout sera révélé. PO BOX385 M6 6WU
1070,ham,Jus finish bathing...,Jus finit de se baigner...
1071,ham,"alright, I'll make sure the car is back tonight","OK, je m'assurerai que la voiture est de retour ce soir."
1072,spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only,URGENT! Nous essayons de contacter U. Todays draw montre que vous avez gagné un prix de £800 GUARANTIEED. Appelez 09050003091 de la ligne terrestre.
1073,spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688,Cher U've a été invité à XCHAT. C'est notre dernière tentative de contacter u! Txt CHAT à 86688
1074,ham,Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.,Lul im gettin quelques ragots juteux à l'hôpital. Deux infirmières parlent de la graisse qu'ils sont gettin. Et on pense qu'elle est obèse.
1075,ham,Aight ill get on fb in a couple minutes,La vue mal monter sur fb dans quelques minutes
1076,ham,Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.,Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Téléphone ta tul na Plz. Plz.
1077,ham,Where can download clear movies. Dvd copies.,Où peut télécharger des films clairs. Dvd copies.
1078,ham,"Yep, by the pretty sculpture","Oui, par la jolie sculpture."
1079,ham,Convey my regards to him,Rends-lui mes salutations.
1080,ham,Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI,Moi aussi regarder le film surya seulement... après 18 heures vijay film POKKIRI
1081,ham,You tell what happen dont behave like this to me. Ok no need to say,"Dis-moi ce qui arrive, ne te comporte pas comme ça."
1082,ham,Can u get pic msgs to your phone?,Est-ce que tu peux avoir des photos de msgs sur ton téléphone?
1083,ham,Send to someone else :-),Envoyer à quelqu'un d'autre :-)
1084,ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,Wat rend certaines personnes plus chères n'est pas seulement de bonheur dat u feel quand vous les rencontrez mais de douleur u feel quand vous manquez de dem!!!
1085,ham,For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..,Pour moi l'amour devrait commencer par attraction.i devrait sentir que j'ai besoin d'elle à chaque fois autour de moi.elle devrait être la première chose qui vient dans mes pensées.Je commencerais la journée et finirais avec elle.elle devrait être là à chaque fois que je rêve.amour sera alors quand chaque souffle a son nom.ma vie devrait se produire autour d'elle.ma vie sera nommée à elle.je pleurerais pour elle.je donnerai tout mon bonheur et prendre toutes ses peines.je serai prêt à se battre avec n'importe qui pour elle.je serai amoureux quand je ferai les choses les plus folles pour elle.amour sera quand je n'aurai pas à prouver à quiconque que ma fille est la plus belle dame de toute la planète.je chanterai toujours des louanges pour elle.love sera quand je commencerai à faire le curry de poulet et finirai par makiing sambar.life sera la plus belle alors.ll obtenir tous les matins et remercier Dieu pour la journée parce qu'elle est avec moi.Je voudrais dire beaucoup.
1086,ham,"FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)","FR'NDSHIP est comme une aiguille d'une horloge. Bien que V r en d même horloge, V r nt capable 2 meet. Evn si V se rencontrent,itz seulement 4pew secondes. Bt V alwys restent conected. Gud 9t;-)"
1087,ham,I don't think he has spatula hands!,Je ne pense pas qu'il ait des mains de spatule!
1088,ham,You can never do NOTHING,Tu ne peux jamais rien faire.
1089,spam,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p£3.99,Un appareil photo numérique SiPix vous est attribué par téléphone au 09061221061. Livraison sous 28jours. Boîte T Cs177. M221BP. Garantie de 2 ans. 150ppm. 16. p£3.99
1090,ham,Goodmorning today i am late for  &lt;DECIMAL&gt; min.,Bonjour aujourd'hui je suis en retard pour &lt;DECIMAL&gt; min.
1091,spam,WIN URGENT! Your mobile number has been awarded with a £2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm,WIN URGENT! Votre numéro mobile a été attribué avec un prix de £2000 GUARANTIED appel 09061790121 de la ligne terrestre. réclamation 3030 valide 12hrs seulement 150ppm
1092,ham,Please da call me any mistake from my side sorry da. Pls da goto doctor.,"S'il vous plaît, appelez-moi toute erreur de mon côté, désolé, docteur Pls da goto."
1093,ham,Where r we meeting?,Où on se retrouve?
1094,ham,"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home.","Il faut une voiture pour se déplacer librement, ses impôts sont scandaleux, mais dans tout ce qu'il y a de bien, la triste partie est que j'ai raté la maison."
1095,ham,Now only i reached home. . . I am very tired now. . I will come tomorro,Maintenant seulement je suis arrivé à la maison... Je suis très fatigué maintenant.. Je vais venir tomorro
1096,ham,Ryder unsold.now gibbs.,"Ryder est invendu, maintenant Gibbs."
1097,spam,Dear Subscriber ur draw 4 £100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062,Cher abonné au tirage 4 £100 chèque-cadeau sera entré sur réception d'un an correct. Quand Elvis Presleys a-t-il été anniversaire? Réponse TXT à 80062
1098,ham,Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.,Je vais acheter les bandes de test d'ovulation et vous les envoyer. Vous ne les aurez pas jusqu'à ce qu'il marche. Pouvez-vous m'envoyer votre adresse postale.
1099,ham,NO GIFTS!! You trying to get me to throw myself off a cliff or something?,T'essaies de me faire me jeter d'une falaise ou quoi?
1100,ham,Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.,Avez-vous eu un bon anniversaire? Quand est-ce que u wrking nxt? J'ai commencé uni aujourd'hui.
1101,ham,You busy or can I come by at some point and figure out what we're doing tomorrow,Tu es occupé ou je peux venir à un moment pour comprendre ce qu'on fait demain.
1102,ham,"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary","Ouais vas-y alors, ennuyé et déprimé sittin attendre que le téléphone sonne... Espérons que le vent tombe, effrayant"
1103,ham,Black shirt n blue jeans... I thk i c ü...,Chemise noire et jeans bleu...
1104,ham,Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.,Je regarde la télé jusqu'à ce que j'oublie 2 regarder mon téléphone.
1105,spam,Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you,Message Informations importantes pour l'utilisateur O2. Aujourd'hui est votre jour de chance! 2 découvrez pourquoi vous connecter à http://www.urawinner.com il ya une surprise fantastique vous attend
1106,ham,on hen night. Going with a swing,le soir de la poule. Aller avec une balançoire
1107,ham,"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*","Bonjour, mon amour. Comment va votre journée? Qu'est-ce que vous faites? Je me suis réveillé tôt et suis en ligne vous attendant... Hmmm... Le garçon italien est en ligne je vois. *grins*"
1108,ham,From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke,De quelqu'un pour ne pas fumer quand chaque fois que j'ai fumé ces deux dernières semaines c'est à cause de toi m'appeler ou m'envoyer un texto que tu voulais fumer
1109,ham,No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-),"Non, vous aurez juste un mal de tête essayant de comprendre. U peut me faire confiance pour faire les maths. Je promets. O:-)"
1110,ham,S s..first time..dhoni rocks...,S.S. la première fois..dhoni rocks...
1111,ham,Ok ill tell the company,Ok mal dire à l'entreprise
